web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,data6,data7,image,image2,image3
"1775593344-92","https://blinkit.com/cn/instant-frozen-food/frozen-veg-snacks/cid/15/1413","HyFun Flavory French Fries (Chilli & Herbs)","400 g","₹116","₹160","27%
OFF","ADD","9 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1772099592287-177.png","","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/15-mins.png"
"1775593344-93","https://blinkit.com/cn/instant-frozen-food/frozen-veg-snacks/cid/15/1413","Blue Tribe Foods Plant Based Nuggets","250 g","₹164","","","ADD","9 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/316d0f60-955e-4aff-ae9f-c4a28ac2dc3f.png","","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/15-mins.png"
"1775593344-94","https://blinkit.com/cn/instant-frozen-food/frozen-veg-snacks/cid/15/1413","HyFun Peri Peri French Fries","774 g","₹188","₹244","22%
OFF","ADD","9 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1772099592287-214.png","","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/15-mins.png"
"1775593344-95","https://blinkit.com/cn/instant-frozen-food/frozen-veg-snacks/cid/15/1413","McCain Aloo Tikki (Frozen)","760 g","₹245","","","ADD","9 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/fc561f9e-4070-4acb-9069-270dd434fe40.png","","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/15-mins.png"
"1775593344-96","https://blinkit.com/cn/instant-frozen-food/frozen-veg-snacks/cid/15/1413","McCain Crispy Onion Rings","250 g","₹170","","","ADD","9 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1771819828195-219.png","","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/15-mins.png"
"1775593344-97","https://blinkit.com/cn/instant-frozen-food/frozen-veg-snacks/cid/15/1413","Prasuma Classic Veg Momos","24 pcs","₹257","₹270","","ADD","9 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/af4271d6-e469-4891-ad0e-0595eece7f41.png","","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/15-mins.png"
"1775593344-98","https://blinkit.com/cn/instant-frozen-food/frozen-veg-snacks/cid/15/1413","Prasuma Paneer Tikka Pizza Minis","2 pcs","₹118","₹145","18%
OFF","ADD","9 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/9b4fcf21-cb53-4b06-95b9-4fc6b306d1b7.png","","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/15-mins.png"
"1775593344-99","https://blinkit.com/cn/instant-frozen-food/frozen-veg-snacks/cid/15/1413","Prasuma Signature Veg Spring Roll","6 pcs","₹147","₹170","13%
OFF","ADD","9 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/a93c6047-6a40-4361-a6b7-331b476cef6b.png","","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/15-mins.png"
"1775593344-100","https://blinkit.com/cn/instant-frozen-food/frozen-veg-snacks/cid/15/1413","Urban Platter Soya Chaap in Brine","800 g","₹293","₹325","9%
OFF","ADD","9 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/cf449560-a381-4bb8-b19b-5f1562066cc6.png","","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/15-mins.png"
"1775593344-101","https://blinkit.com/cn/instant-frozen-food/frozen-veg-snacks/cid/15/1413","Spring Home Plain Paratha","325 g","₹110","","","ADD","9 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/3d2dbc79-13bc-4d2c-8fdb-04c3b247461b.png","","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/15-mins.png"
"1775593344-102","https://blinkit.com/cn/instant-frozen-food/frozen-veg-snacks/cid/15/1413","Amul Herb Chilli Burger Patty","360 g","₹99","","","ADD","9 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/97eaeec0-ae4d-420c-b98f-f092d3bc024c.png","",""
"1775593344-103","https://blinkit.com/cn/instant-frozen-food/frozen-veg-snacks/cid/15/1413","HyFun Garden Fresh Pizza (Thin Crust Base)","190 g","₹129","₹180","28%
OFF","ADD","9 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1772099592287-92.png","",""
"1775593344-104","https://blinkit.com/cn/instant-frozen-food/frozen-veg-snacks/cid/15/1413","HyFun Hash Brown Mini Triangle Potato Bites","400 g","₹130","₹170","23%
OFF","ADD","9 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1772099592287-165.png","",""
"1775593344-105","https://blinkit.com/cn/instant-frozen-food/frozen-veg-snacks/cid/15/1413","HyFun Margherita Pizza","215 g","₹143","₹199","28%
OFF","ADD","9 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1772099592287-140.png","",""
"1775593344-106","https://blinkit.com/cn/instant-frozen-food/frozen-veg-snacks/cid/15/1413","HyFun Tater Tots No Onion, No Garlic","750 g","₹170","₹240","29%
OFF","ADD","9 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1772099592287-189.png","",""
"1775593344-107","https://blinkit.com/cn/instant-frozen-food/frozen-veg-snacks/cid/15/1413","HyFun Veggie Fingers","400 g","₹109","₹155","29%
OFF","ADD","9 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1772099592287-80.png","",""
