web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,data6,data7,image,image2,image3
"1775703742-215","https://blinkit.com/cn/personal-care/oral-care/cid/163/722","Perfora Activated Charcoal Whitening Toothpaste","50 g","₹95","₹102","6%
OFF","ADD","19 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/9b7fa482-5613-4d38-b5d2-8796ff71bbe7.png","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/30-mins.png",""
"1775703742-216","https://blinkit.com/cn/personal-care/oral-care/cid/163/722","Perfora Power Dental Flosser","1 pc","₹1,999","₹2,399","16%
OFF","ADD","17 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/f42c58f3-b400-4e75-a783-e56af2cc6c2e.png","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/30-mins.png",""
"1775703742-217","https://blinkit.com/cn/personal-care/oral-care/cid/163/722","Smyle Ulcer Mouth Gel","10 g","₹85","₹92","7%
OFF","ADD","19 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/7fcb9f18-e9ef-48b8-ab0f-b679f4b589d3.png","",""
"1775703742-218","https://blinkit.com/cn/personal-care/oral-care/cid/163/722","Sensodyne Repair & Protect Sensitive Toothpaste","2 x 100 g","₹449","₹513","12%
OFF","ADD","19 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/b733bdbf-c27b-4254-95b0-8c719faee25b.png","",""
"1775703742-219","https://blinkit.com/cn/personal-care/oral-care/cid/163/722","Chicco Apple-Banana Kids Toothpaste (6m to 6 yr)","50 g","₹122","₹159","23%
OFF","ADD","19 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/d2aeb59e-afc6-4de0-8eeb-85dfe09f0943.png","",""
"1775703742-220","https://blinkit.com/cn/personal-care/oral-care/cid/163/722","Colgate Batman Bubble Fruit Flavour Kids Toothpaste (6+ Years)","80 g","₹153","₹180","15%
OFF","ADD","19 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/674ec4c7-39a6-443a-ba67-5a63c8c660ef.png","",""
"1775703742-221","https://blinkit.com/cn/personal-care/oral-care/cid/163/722","Colgate Cocomelon Kids Toothpaste (for 2-5 Years (Strawberry))","80 g","₹153","₹180","15%
OFF","ADD","19 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/8042ef5f-f36e-4d3c-8f14-c4f6e5c7ac3e.png","",""
"1775703742-222","https://blinkit.com/cn/personal-care/oral-care/cid/163/722","Colgate Everyday Protection Sensitive Toothpaste","80 g","₹99","₹116","14%
OFF","ADD","19 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1772793693149-26.png","",""
"1775703742-223","https://blinkit.com/cn/personal-care/oral-care/cid/163/722","Smyle Ulcer Mouth Gel","10 g","₹85","₹92","7%
OFF","ADD","19 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/7fcb9f18-e9ef-48b8-ab0f-b679f4b589d3.png","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/30-mins.png",""
"1775703742-224","https://blinkit.com/cn/personal-care/oral-care/cid/163/722","Sensodyne Repair & Protect Sensitive Toothpaste","2 x 100 g","₹449","₹513","12%
OFF","ADD","19 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/b733bdbf-c27b-4254-95b0-8c719faee25b.png","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/30-mins.png",""
