web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,data6,data7,image,image2,image3
"1775676242-45","https://blinkit.com/cn/baby-care/oral-nasal-care/cid/7/998","Colgate Kids Toothpaste (for 2-5 Years (Bubblefruit flavour))","80 g","₹170","₹200","15%
OFF","","ADD","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/f512dc4c-ecf2-41d7-a3c8-029214f3c1b3.png","",""
"1775676242-46","https://blinkit.com/cn/baby-care/oral-nasal-care/cid/7/998","Colgate Batman Extra Soft Kids Electric Toothbrush (3+ Years)","1 pc","₹600","₹799","24%
OFF","","ADD","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/7a232e68-f0e2-49a4-8f2a-ecbcc64ac1dc.png","",""
"1775676242-47","https://blinkit.com/cn/baby-care/oral-nasal-care/cid/7/998","Dabur Herb'l Kids Toothpaste (Ironman, 3+ years, Strawberry Flavour)","80 g","₹104","₹172","39%
OFF","","ADD","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/8b6b4514-6e53-41dd-a7c8-471e1f03e6f1.png","",""
"1775676242-48","https://blinkit.com/cn/baby-care/oral-nasal-care/cid/7/998","Colgate Natural Strawberry Mint Flavour Kids Toothpaste ((6-9 Years))","80 g","₹176","₹234","24%
OFF","","ADD","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/2b07b29a-13fc-4739-a42e-4fe36fe278c6.png","",""
"1775676242-49","https://blinkit.com/cn/baby-care/oral-nasal-care/cid/7/998","Colgate Strawberry Smash Kids Toothpaste","100 ml","₹184","₹229","19%
OFF","","ADD","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1773823433687-111.png","",""
"1775676242-50","https://blinkit.com/cn/baby-care/oral-nasal-care/cid/7/998","Awenest Finger Baby Toothbrush","2 pcs","₹159","₹177","10%
OFF","","ADD","","",""
"1775676242-51","https://blinkit.com/cn/baby-care/oral-nasal-care/cid/7/998","Colgate Barbie Extra Soft Kids Electric Toothbrush (3+ Years)","1 pc","₹600","₹799","24%
OFF","","ADD","","",""
"1775676242-52","https://blinkit.com/cn/baby-care/oral-nasal-care/cid/7/998","Mamaearth Natural Breathe Easy Vapour Patches","5 pcs","₹208","₹219","5%
OFF","","ADD","","",""
"1775676242-53","https://blinkit.com/cn/baby-care/oral-nasal-care/cid/7/998","Ausha Polar Bear Kids Electric Toothbrush","1 set","₹590","₹1,999","70%
OFF","","ADD","","",""
"1775676242-54","https://blinkit.com/cn/baby-care/oral-nasal-care/cid/7/998","FunBlast Cute Kids Toothbrush","3 pcs","₹230","₹599","61%
OFF","","ADD","","",""
"1775676242-55","https://blinkit.com/cn/baby-care/oral-nasal-care/cid/7/998","Littloo Finger Baby Toothbrush (For Massaging & Cleaning Gums)","2 pcs","₹184","₹378","51%
OFF","","ADD","","",""
"1775676242-56","https://blinkit.com/cn/baby-care/oral-nasal-care/cid/7/998","Mother Sparsh Fluoride-Free Kids Toothpaste (with Toothbrush - Strawberry)","2 pcs","₹140","₹177","Out of Stock","","","","",""
"1775676242-57","https://blinkit.com/cn/baby-care/oral-nasal-care/cid/7/998","Colgate Watermelon Burst Kids Toothpaste","100 ml","₹204","₹255","Out of Stock","","","","",""
"1775676242-58","https://blinkit.com/cn/baby-care/oral-nasal-care/cid/7/998","Ausha Kids Electric Toothbrush","1 set","₹590","₹1,999","Out of Stock","","","","",""
"1775676242-59","https://blinkit.com/cn/baby-care/oral-nasal-care/cid/7/998","Dr. Brown's Silicone Finger Baby Toothbrush (With Case)","1 pc","₹444","₹499","Out of Stock","","","","",""
"1775676242-60","https://blinkit.com/cn/baby-care/oral-nasal-care/cid/7/998","FunBlast Dinosaur Design Soft Kids Toothbrush","1 pc","₹222","₹599","Out of Stock","","","","",""
"1775676242-61","https://blinkit.com/cn/baby-care/oral-nasal-care/cid/7/998","FunBlast Kids Toothbrush Set","8 pcs","₹249","₹499","Out of Stock","","","","",""
"1775676242-62","https://blinkit.com/cn/baby-care/oral-nasal-care/cid/7/998","Awenest Finger Baby Toothbrush","2 pcs","₹159","₹177","10%
OFF","","ADD","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/36825231-2b0b-4567-8c4a-072527e8ddd5.png","",""
"1775676242-63","https://blinkit.com/cn/baby-care/oral-nasal-care/cid/7/998","Colgate Barbie Extra Soft Kids Electric Toothbrush (3+ Years)","1 pc","₹600","₹799","24%
OFF","","ADD","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/a6ad14f1-6301-4a0b-98ca-642f7f875f46.png","",""
"1775676242-64","https://blinkit.com/cn/baby-care/oral-nasal-care/cid/7/998","Mamaearth Natural Breathe Easy Vapour Patches","5 pcs","₹208","₹219","5%
OFF","","ADD","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/de8973e2-1766-472a-9b8f-1d91002f5b31.png","",""
"1775676242-65","https://blinkit.com/cn/baby-care/oral-nasal-care/cid/7/998","Ausha Polar Bear Kids Electric Toothbrush","1 set","₹590","₹1,999","70%
OFF","","ADD","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/1bceb4c3-1af4-4bc5-af1a-02be55a90eeb.png","",""
"1775676242-66","https://blinkit.com/cn/baby-care/oral-nasal-care/cid/7/998","FunBlast Cute Kids Toothbrush","3 pcs","₹230","₹599","61%
OFF","","ADD","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/18391f22-40a6-464a-9fdc-cdd17fb02f79.png","",""
"1775676242-67","https://blinkit.com/cn/baby-care/oral-nasal-care/cid/7/998","Littloo Finger Baby Toothbrush (For Massaging & Cleaning Gums)","2 pcs","₹184","₹378","51%
OFF","","ADD","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/cbd8ec01-04c0-46db-be05-bd668e575b4a.png","",""
"1775676242-68","https://blinkit.com/cn/baby-care/oral-nasal-care/cid/7/998","Mother Sparsh Fluoride-Free Kids Toothpaste (with Toothbrush - Strawberry)","2 pcs","₹140","₹177","Out of Stock","","","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/b96033c3-e469-439e-8a08-d973206854b4.png","",""
"1775676242-69","https://blinkit.com/cn/baby-care/oral-nasal-care/cid/7/998","Colgate Watermelon Burst Kids Toothpaste","100 ml","₹204","₹255","Out of Stock","","","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1773823433687-98.png","",""
"1775676242-70","https://blinkit.com/cn/baby-care/oral-nasal-care/cid/7/998","Ausha Kids Electric Toothbrush","1 set","₹590","₹1,999","Out of Stock","","","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/f33ac7da-ad00-4d4e-b6d4-3c3562d815ea.png","",""
"1775676242-71","https://blinkit.com/cn/baby-care/oral-nasal-care/cid/7/998","Dr. Brown's Silicone Finger Baby Toothbrush (With Case)","1 pc","₹444","₹499","Out of Stock","","","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/09fa793f-a7cf-4f76-a7de-138dbd7a4dc2.png","",""
"1775676242-72","https://blinkit.com/cn/baby-care/oral-nasal-care/cid/7/998","FunBlast Dinosaur Design Soft Kids Toothbrush","1 pc","₹222","₹599","Out of Stock","","","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/596dd6b2-3b46-412b-b1fc-43cf62b81df6.png","",""
"1775676242-73","https://blinkit.com/cn/baby-care/oral-nasal-care/cid/7/998","FunBlast Kids Toothbrush Set","8 pcs","₹249","₹499","Out of Stock","","","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/745dd8fe-7ec4-4af7-97b6-5d267cfc1b20.png","",""
